"","age","gender","status","salary","bank","activity","amount"
"3605",84,"Female","Widowed",4652,"bandit-profit","Trading Cards",44
"3606",69,"Male","Widowed",5860,"bandit-profit","Brass Animals",87
"3607",56,"Female","Married",4538,"bandit-radinou","Dachshunds",420
"3608",42,"Female","Divorced",4366,"bandit-donsaluste","Brass Animals",79
"3609",59,"Male","Divorced",4502,"bandit-profit","Dachshunds",413
"3610",66,"Female","Widowed",5430,"bandit-profit","Brass Animals",129
"3611",52,"Female","Married",3434,"bandit-profit","Trading Cards",48
"3612",77,"Female","Married",5300,"bandit-donsaluste","Brass Animals",89
"3613",32,"Female","Married",4288,"bandit-picsou","Brass Animals",106
"3614",56,"Female","Divorced",4572,"bandit-donsaluste","Brass Animals",73
"3615",72,"Male","Widowed",4948,"bandit-profit","Brass Animals",126
"3616",63,"Female","Divorced",4370,"bandit-profit","Dachshunds",368
"3617",84,"Female","Married",4945,"bandit-donsaluste","Trading Cards",33
"3618",59,"Female","Married",3784,"bandit-donsaluste","Dachshunds",396
"3619",35,"Male","Divorced",3849,"bandit-picsou","Brass Animals",97
"3620",59,"Female","Married",4145,"bandit-picsou","Trading Cards",52
"3621",68,"Male","Married",4608,"bandit-profit","Dachshunds",355
"3622",59,"Female","Single",4064,"bandit-donsaluste","Trading Cards",43
"3623",34,"Female","Married",3500,"bandit-picsou","Trading Cards",54
"3624",53,"Male","Married",4303,"bandit-donsaluste","Brass Animals",115
"3625",65,"Female","Widowed",5797,"bandit-donsaluste","Brass Animals",96
"3626",89,"Female","Widowed",4560,"bandit-profit","Dachshunds",371
"3627",89,"Female","Widowed",5029,"bandit-donsaluste","Brass Animals",106
"3628",58,"Female","Divorced",4583,"bandit-profit","Dachshunds",412
"3629",57,"Male","Married",4367,"bandit-donsaluste","Dachshunds",308
"3630",46,"Female","Married",3723,"bandit-radinou","Trading Cards",56
"3631",23,"Male","Single",2979,"bandit-picsou","Dachshunds",422
"3632",66,"Female","Married",4709,"bandit-profit","Dachshunds",510
"3633",42,"Male","Married",4313,"bandit-picsou","Dachshunds",422
"3634",78,"Male","Married",5205,"bandit-profit","Trading Cards",49
"3635",51,"Male","Married",3801,"bandit-donsaluste","Dachshunds",440
"3636",19,"Male","Single",2682,"bandit-picsou","Trading Cards",52
"3637",29,"Male","Married",3618,"bandit-donsaluste","Dachshunds",407
"3638",80,"Male","Widowed",5095,"bandit-donsaluste","Brass Animals",120
"3639",53,"Male","Married",4315,"bandit-profit","Brass Animals",108
"3640",41,"Male","Single",3922,"bandit-donsaluste","Trading Cards",58
"3641",61,"Male","Married",5248,"bandit-donsaluste","Brass Animals",106
"3642",18,"Female","Single",2349,"bandit-radinou","Dachshunds",411
"3643",73,"Male","Married",5029,"bandit-profit","Brass Animals",105
"3644",22,"Male","Single",2805,"bandit-radinou","Trading Cards",33
"3645",77,"Male","Widowed",5015,"bandit-picsou","Brass Animals",100
"3646",76,"Male","Married",4814,"bandit-donsaluste","Dachshunds",336
"3647",24,"Male","Single",2240,"bandit-picsou","Dachshunds",514
"3648",55,"Female","Divorced",5278,"bandit-picsou","Brass Animals",98
"3649",71,"Male","Married",4690,"bandit-donsaluste","Dachshunds",379
"3650",52,"Female","Single",3650,"bandit-donsaluste","Trading Cards",55
"3651",65,"Female","Single",5245,"bandit-donsaluste","Trading Cards",29
"3652",53,"Female","Single",4276,"bandit-donsaluste","Trading Cards",52
"3653",22,"Male","Single",3570,"bandit-profit","Dachshunds",553
"3654",64,"Female","Widowed",4678,"bandit-profit","Brass Animals",127
"3655",74,"Male","Married",5139,"bandit-profit","Trading Cards",69
"3656",58,"Female","Married",5016,"bandit-profit","Trading Cards",54
"3657",20,"Female","Single",1961,"bandit-radinou","Dachshunds",392
"3658",62,"Male","Married",5259,"bandit-profit","Dachshunds",457
"3659",22,"Male","Single",2869,"bandit-donsaluste","Trading Cards",52
"3660",18,"Male","Single",2850,"bandit-radinou","Dachshunds",451
"3661",33,"Female","Single",3690,"bandit-picsou","Trading Cards",35
"3662",53,"Male","Single",4311,"bandit-profit","Trading Cards",60
"3663",59,"Male","Married",5093,"bandit-donsaluste","Dachshunds",388
"3664",40,"Female","Married",3643,"bandit-donsaluste","Trading Cards",39
"3665",36,"Male","Married",3825,"bandit-donsaluste","Brass Animals",86
"3666",20,"Male","Single",1922,"bandit-radinou","Dachshunds",423
"3667",20,"Female","Single",2014,"bandit-picsou","Dachshunds",389
"3668",52,"Female","Single",3905,"bandit-radinou","Trading Cards",53
"3669",30,"Male","Single",3253,"bandit-radinou","Trading Cards",56
"3670",70,"Male","Married",5461,"bandit-profit","Dachshunds",466
"3671",55,"Male","Single",3964,"bandit-profit","Dachshunds",364
"3672",19,"Male","Single",2476,"bandit-radinou","Trading Cards",27
"3673",39,"Female","Single",3619,"bandit-radinou","Trading Cards",39
"3674",43,"Female","Married",4046,"bandit-picsou","Trading Cards",55
"3675",28,"Male","Single",2838,"bandit-donsaluste","Trading Cards",54
"3676",40,"Female","Single",3483,"bandit-profit","Dachshunds",281
"3677",35,"Female","Married",4322,"bandit-picsou","Dachshunds",462
"3678",72,"Female","Married",5399,"bandit-donsaluste","Trading Cards",40
"3679",87,"Male","Widowed",4744,"bandit-profit","Brass Animals",88
"3680",78,"Male","Married",4884,"bandit-radinou","Dachshunds",285
"3681",74,"Male","Married",6392,"bandit-radinou","Dachshunds",328
"3682",35,"Female","Married",3785,"bandit-picsou","Dachshunds",205
"3683",48,"Female","Married",4076,"bandit-donsaluste","Trading Cards",65
"3684",63,"Female","Married",4643,"bandit-picsou","Brass Animals",79
"3685",64,"Female","Married",5402,"bandit-donsaluste","Dachshunds",484
"3686",81,"Female","Married",4299,"bandit-profit","Dachshunds",418
"3687",53,"Male","Married",4772,"bandit-donsaluste","Trading Cards",37
"3688",41,"Female","Married",4104,"bandit-donsaluste","Trading Cards",28
"3689",66,"Male","Married",5072,"bandit-profit","Trading Cards",59
"3690",26,"Female","Single",2492,"bandit-picsou","Trading Cards",35
"3691",62,"Male","Widowed",4481,"bandit-profit","Dachshunds",311
"3692",60,"Female","Married",5441,"bandit-profit","Dachshunds",425
"3693",39,"Male","Married",3763,"bandit-picsou","Trading Cards",46
"3694",59,"Male","Widowed",5416,"bandit-picsou","Brass Animals",112
"3695",65,"Male","Divorced",5344,"bandit-picsou","Brass Animals",76
"3696",32,"Female","Single",3347,"bandit-radinou","Dachshunds",318
"3697",63,"Male","Divorced",4790,"bandit-profit","Dachshunds",337
"3698",61,"Female","Divorced",5302,"bandit-donsaluste","Brass Animals",128
"3699",45,"Female","Single",3612,"bandit-donsaluste","Dachshunds",511
"3700",71,"Female","Divorced",4970,"bandit-profit","Dachshunds",347
"3701",62,"Female","Divorced",4516,"bandit-profit","Dachshunds",487
"3702",46,"Male","Married",4192,"bandit-profit","Dachshunds",390
"3703",97,"Male","Widowed",5469,"bandit-profit","Trading Cards",44
"3704",69,"Female","Single",5606,"bandit-donsaluste","Trading Cards",42
"3705",57,"Female","Married",5160,"bandit-radinou","Trading Cards",70
"3706",73,"Female","Married",6342,"bandit-profit","Dachshunds",515
"3707",48,"Female","Single",4404,"bandit-donsaluste","Brass Animals",83
"3708",23,"Male","Single",2053,"bandit-picsou","Dachshunds",475
"3709",65,"Male","Divorced",4162,"bandit-picsou","Dachshunds",312
"3710",37,"Male","Single",3437,"bandit-profit","Brass Animals",111
"3711",53,"Male","Married",4147,"bandit-donsaluste","Brass Animals",129
"3712",56,"Female","Divorced",4375,"bandit-profit","Brass Animals",86
"3713",62,"Male","Single",5303,"bandit-profit","Dachshunds",414
"3714",69,"Male","Single",4800,"bandit-profit","Dachshunds",510
"3715",80,"Male","Married",5326,"bandit-donsaluste","Brass Animals",116
"3716",29,"Female","Single",2379,"bandit-radinou","Trading Cards",48
"3717",75,"Female","Widowed",4765,"bandit-donsaluste","Brass Animals",104
"3718",43,"Female","Single",3810,"bandit-donsaluste","Dachshunds",399
"3719",55,"Male","Married",4588,"bandit-donsaluste","Dachshunds",632
"3720",55,"Male","Married",4822,"bandit-profit","Dachshunds",469
"3721",81,"Female","Widowed",4819,"bandit-profit","Brass Animals",72
"3722",32,"Female","Married",3097,"bandit-donsaluste","Dachshunds",473
"3723",26,"Male","Single",2931,"bandit-donsaluste","Trading Cards",38
"3724",29,"Male","Single",2391,"bandit-radinou","Trading Cards",47
"3725",61,"Male","Married",4438,"bandit-donsaluste","Trading Cards",31
"3726",50,"Male","Married",4839,"bandit-profit","Dachshunds",431
"3727",61,"Female","Single",5375,"bandit-picsou","Trading Cards",38
"3728",74,"Male","Married",4558,"bandit-donsaluste","Brass Animals",115
"3729",52,"Male","Married",3858,"bandit-donsaluste","Dachshunds",425
"3730",27,"Male","Single",4011,"bandit-picsou","Dachshunds",423
"3731",63,"Female","Married",4725,"bandit-profit","Trading Cards",50
"3732",47,"Male","Married",4389,"bandit-donsaluste","Dachshunds",391
"3733",56,"Male","Married",4122,"bandit-profit","Dachshunds",398
"3734",69,"Male","Married",4985,"bandit-donsaluste","Dachshunds",539
"3735",66,"Male","Married",4992,"bandit-profit","Brass Animals",99
"3736",26,"Male","Single",2885,"bandit-picsou","Dachshunds",540
"3737",25,"Male","Single",3641,"bandit-picsou","Brass Animals",75
"3738",31,"Female","Married",4165,"bandit-picsou","Trading Cards",36
"3739",61,"Male","Married",4754,"bandit-profit","Dachshunds",556
"3740",19,"Female","Single",3004,"bandit-donsaluste","Trading Cards",38
"3741",59,"Male","Married",4088,"bandit-donsaluste","Trading Cards",54
"3742",34,"Female","Single",3583,"bandit-picsou","Brass Animals",141
"3743",72,"Female","Married",4570,"bandit-profit","Trading Cards",52
"3744",84,"Female","Widowed",5233,"bandit-profit","Trading Cards",48
"3745",47,"Male","Married",4335,"bandit-profit","Dachshunds",380
"3746",58,"Female","Single",4795,"bandit-profit","Brass Animals",93
"3747",61,"Female","Married",4959,"bandit-donsaluste","Dachshunds",497
"3748",87,"Male","Widowed",5340,"bandit-donsaluste","Trading Cards",36
"3749",45,"Male","Single",4218,"bandit-donsaluste","Brass Animals",97
"3750",22,"Female","Single",2305,"bandit-radinou","Trading Cards",50
"3751",52,"Male","Married",4741,"bandit-donsaluste","Dachshunds",417
"3752",56,"Male","Married",4387,"bandit-profit","Dachshunds",374
"3753",41,"Male","Single",3640,"bandit-donsaluste","Trading Cards",62
"3754",31,"Female","Single",2929,"bandit-radinou","Trading Cards",47
"3755",48,"Female","Divorced",4241,"bandit-picsou","Dachshunds",389
"3756",19,"Male","Single",2572,"bandit-picsou","Brass Animals",113
"3757",19,"Male","Single",2616,"bandit-donsaluste","Trading Cards",49
"3758",66,"Female","Married",4894,"bandit-profit","Brass Animals",124
"3759",43,"Female","Single",3914,"bandit-picsou","Dachshunds",359
"3760",62,"Female","Married",4875,"bandit-donsaluste","Dachshunds",341
"3761",38,"Male","Single",3705,"bandit-radinou","Trading Cards",44
"3762",41,"Female","Single",4145,"bandit-profit","Dachshunds",382
"3763",69,"Male","Married",4892,"bandit-profit","Brass Animals",92
"3764",68,"Male","Married",5298,"bandit-profit","Trading Cards",56
"3765",68,"Female","Married",4259,"bandit-donsaluste","Trading Cards",51
"3766",71,"Female","Widowed",5570,"bandit-profit","Dachshunds",434
"3767",55,"Male","Married",4446,"bandit-profit","Brass Animals",128
"3768",57,"Female","Married",3665,"bandit-donsaluste","Dachshunds",530
"3769",40,"Male","Married",4010,"bandit-picsou","Dachshunds",442
"3770",45,"Male","Widowed",3873,"bandit-donsaluste","Brass Animals",101
"3771",26,"Male","Single",3232,"bandit-donsaluste","Dachshunds",401
"3772",18,"Female","Single",2381,"bandit-radinou","Brass Animals",88
"3773",36,"Female","Married",3369,"bandit-radinou","Dachshunds",338
"3774",54,"Female","Married",3794,"bandit-profit","Trading Cards",27
"3775",71,"Male","Married",4959,"bandit-picsou","Brass Animals",82
"3776",27,"Male","Single",3318,"bandit-radinou","Dachshunds",286
"3777",36,"Male","Single",3511,"bandit-profit","Dachshunds",344
"3778",71,"Male","Single",5217,"bandit-donsaluste","Trading Cards",56
"3779",69,"Female","Married",4936,"bandit-picsou","Dachshunds",329
"3780",52,"Female","Married",4132,"bandit-profit","Brass Animals",131
"3781",26,"Female","Single",2275,"bandit-picsou","Trading Cards",50
"3782",55,"Male","Single",4740,"bandit-picsou","Trading Cards",63
"3783",21,"Female","Single",2462,"bandit-donsaluste","Dachshunds",466
"3784",20,"Female","Single",2122,"bandit-radinou","Trading Cards",51
"3785",65,"Male","Single",5147,"bandit-picsou","Dachshunds",405
"3786",72,"Female","Divorced",5803,"bandit-profit","Dachshunds",478
"3787",57,"Female","Married",4998,"bandit-profit","Trading Cards",54
"3788",28,"Male","Single",3592,"bandit-radinou","Dachshunds",397
"3789",60,"Female","Married",5094,"bandit-profit","Dachshunds",439
"3790",57,"Female","Divorced",4565,"bandit-profit","Dachshunds",539
"3791",87,"Female","Married",5025,"bandit-profit","Dachshunds",461
"3792",39,"Male","Married",3560,"bandit-picsou","Brass Animals",107
"3793",41,"Female","Single",3952,"bandit-picsou","Brass Animals",102
"3794",76,"Male","Widowed",5959,"bandit-donsaluste","Brass Animals",87
"3795",24,"Female","Single",2907,"bandit-donsaluste","Dachshunds",411
"3796",43,"Female","Married",4158,"bandit-picsou","Trading Cards",48
"3797",22,"Male","Single",2023,"bandit-profit","Trading Cards",42
"3798",54,"Female","Single",3897,"bandit-donsaluste","Trading Cards",49
"3799",19,"Female","Single",2267,"bandit-profit","Dachshunds",433
"3800",28,"Female","Single",3234,"bandit-picsou","Trading Cards",49
"3801",39,"Female","Single",4494,"bandit-picsou","Dachshunds",493
"3802",81,"Female","Widowed",5340,"bandit-profit","Brass Animals",87
"3803",35,"Female","Married",3653,"bandit-donsaluste","Trading Cards",65
"3804",62,"Female","Divorced",5077,"bandit-profit","Dachshunds",491
"3805",30,"Male","Single",3206,"bandit-profit","Trading Cards",40
"3806",55,"Male","Married",4284,"bandit-profit","Dachshunds",423
"3807",31,"Male","Single",3550,"bandit-picsou","Dachshunds",376
"3808",52,"Male","Divorced",3484,"bandit-profit","Dachshunds",446
"3809",55,"Male","Married",4821,"bandit-profit","Trading Cards",45
"3810",43,"Female","Married",3305,"bandit-donsaluste","Dachshunds",397
"3811",30,"Female","Single",3004,"bandit-radinou","Dachshunds",381
"3812",87,"Male","Widowed",5732,"bandit-donsaluste","Trading Cards",55
"3813",76,"Female","Married",5887,"bandit-donsaluste","Dachshunds",473
"3814",28,"Male","Single",3703,"bandit-donsaluste","Brass Animals",79
"3815",28,"Female","Married",2946,"bandit-radinou","Trading Cards",51
"3816",42,"Female","Single",4622,"bandit-profit","Trading Cards",69
"3817",32,"Female","Single",3246,"bandit-radinou","Trading Cards",55
"3818",53,"Male","Married",4975,"bandit-donsaluste","Brass Animals",115
"3819",63,"Female","Widowed",5374,"bandit-profit","Brass Animals",67
"3820",41,"Female","Married",3713,"bandit-radinou","Dachshunds",288
"3821",50,"Male","Married",3631,"bandit-profit","Dachshunds",371
"3822",60,"Female","Married",4930,"bandit-profit","Dachshunds",434
"3823",56,"Male","Married",4714,"bandit-picsou","Brass Animals",97
"3824",72,"Male","Married",5254,"bandit-profit","Trading Cards",59
"3825",75,"Female","Widowed",4869,"bandit-profit","Brass Animals",95
"3826",45,"Male","Married",3995,"bandit-picsou","Dachshunds",497
"3827",42,"Female","Married",3845,"bandit-profit","Dachshunds",401
"3828",53,"Male","Married",3687,"bandit-picsou","Trading Cards",37
"3829",43,"Male","Single",3866,"bandit-profit","Trading Cards",48
"3830",25,"Male","Single",3524,"bandit-radinou","Trading Cards",60
"3831",55,"Male","Married",4777,"bandit-profit","Dachshunds",425
"3832",24,"Male","Single",2745,"bandit-picsou","Trading Cards",46
"3833",38,"Female","Married",3736,"bandit-picsou","Brass Animals",109
"3834",46,"Male","Single",4430,"bandit-radinou","Trading Cards",57
"3835",25,"Female","Single",3903,"bandit-profit","Trading Cards",57
"3836",53,"Male","Married",3813,"bandit-donsaluste","Trading Cards",52
"3837",67,"Male","Married",4793,"bandit-profit","Dachshunds",333
"3838",76,"Male","Married",4931,"bandit-profit","Dachshunds",477
"3839",47,"Male","Married",4096,"bandit-radinou","Brass Animals",94
"3840",36,"Male","Married",3548,"bandit-radinou","Dachshunds",375
"3841",29,"Female","Married",3191,"bandit-donsaluste","Brass Animals",105
"3842",24,"Male","Single",2293,"bandit-radinou","Trading Cards",33
"3843",78,"Male","Married",5506,"bandit-donsaluste","Dachshunds",376
"3844",56,"Female","Single",4913,"bandit-profit","Trading Cards",50
"3845",48,"Male","Single",3931,"bandit-donsaluste","Trading Cards",42
"3846",43,"Male","Single",4712,"bandit-donsaluste","Trading Cards",29
"3847",68,"Male","Widowed",5655,"bandit-donsaluste","Brass Animals",113
"3848",40,"Male","Married",4286,"bandit-donsaluste","Dachshunds",408
"3849",31,"Female","Single",3655,"bandit-radinou","Dachshunds",518
"3850",57,"Female","Single",4827,"bandit-donsaluste","Dachshunds",322
"3851",74,"Female","Married",5298,"bandit-donsaluste","Trading Cards",49
"3852",47,"Male","Married",3675,"bandit-donsaluste","Dachshunds",312
"3853",32,"Male","Single",3727,"bandit-picsou","Dachshunds",466
"3854",39,"Female","Single",3946,"bandit-donsaluste","Dachshunds",511
"3855",23,"Male","Single",3104,"bandit-picsou","Trading Cards",43
"3856",27,"Female","Single",2469,"bandit-donsaluste","Trading Cards",59
"3857",60,"Female","Married",4678,"bandit-donsaluste","Brass Animals",112
"3858",61,"Male","Married",5271,"bandit-profit","Dachshunds",451
"3859",52,"Female","Married",4524,"bandit-donsaluste","Trading Cards",55
"3860",46,"Female","Married",4986,"bandit-donsaluste","Brass Animals",118
"3861",65,"Male","Married",5150,"bandit-profit","Dachshunds",456
