"","age","sex"
"7723",64,"Male"
"7724",21,"Male"
"7725",80,"Female"
"7726",40,"Male"
"7727",68,"Male"
"7728",58,"Female"
"7729",27,"Male"
"7730",28,"Male"
"7731",30,"Female"
"7732",38,"Female"
"7733",21,"Male"
"7734",19,"Female"
"7735",43,"Male"
"7736",24,"Female"
"7737",26,"Female"
"7738",34,"Female"
"7739",52,"Male"
"7740",59,"Male"
"7741",88,"Male"
"7742",24,"Male"
"7743",31,"Male"
"7744",18,"Male"
"7745",31,"Male"
"7746",18,"Male"
"7747",46,"Female"
"7748",82,"Male"
"7749",90,"Female"
"7750",69,"Female"
"7751",42,"Female"
"7752",38,"Male"
"7753",66,"Female"
"7754",83,"Male"
"7755",23,"Male"
"7756",30,"Female"
"7757",43,"Female"
"7758",44,"Male"
"7759",53,"Male"
"7760",56,"Female"
"7761",35,"Female"
"7762",92,"Male"
"7763",20,"Female"
"7764",66,"Male"
"7765",26,"Female"
"7766",73,"Female"
"7767",63,"Female"
"7768",21,"Male"
"7769",62,"Female"
"7770",28,"Female"
"7771",44,"Male"
"7772",53,"Male"
"7773",84,"Female"
"7774",47,"Female"
"7775",49,"Male"
"7776",58,"Female"
"7777",59,"Female"
"7778",61,"Male"
"7779",64,"Female"
"7780",57,"Male"
"7781",33,"Female"
"7782",36,"Female"
"7783",93,"Male"
"7784",36,"Male"
"7785",45,"Female"
"7786",24,"Male"
"7787",58,"Female"
"7788",71,"Male"
"7789",84,"Female"
"7790",26,"Female"
"7791",77,"Female"
"7792",34,"Female"
"7793",47,"Female"
"7794",63,"Male"
"7795",57,"Female"
"7796",35,"Female"
"7797",35,"Female"
"7798",30,"Male"
"7799",75,"Female"
"7800",86,"Male"
"7801",50,"Male"
"7802",27,"Male"
"7803",58,"Female"
"7804",34,"Male"
"7805",33,"Male"
"7806",70,"Female"
"7807",60,"Male"
"7808",27,"Female"
"7809",79,"Male"
"7810",69,"Male"
"7811",66,"Male"
"7812",51,"Female"
"7813",22,"Male"
"7814",50,"Female"
"7815",51,"Male"
"7816",45,"Male"
"7817",54,"Male"
"7818",23,"Male"
"7819",55,"Male"
"7820",52,"Male"
"7821",35,"Male"
"7822",45,"Female"
"7823",39,"Male"
"7824",39,"Female"
"7825",80,"Female"
"7826",44,"Female"
"7827",28,"Female"
"7828",73,"Male"
"7829",25,"Male"
"7830",30,"Male"
"7831",68,"Male"
"7832",22,"Female"
"7833",77,"Male"
"7834",43,"Male"
"7835",46,"Female"
"7836",26,"Female"
"7837",57,"Female"
"7838",71,"Male"
"7839",34,"Male"
"7840",80,"Male"
"7841",23,"Male"
"7842",25,"Male"
"7843",45,"Female"
"7844",42,"Female"
"7845",18,"Female"
"7846",65,"Male"
"7847",53,"Male"
"7848",74,"Female"
"7849",59,"Female"
"7850",45,"Male"
"7851",77,"Female"
"7852",26,"Female"
"7853",32,"Male"
"7854",34,"Female"
"7855",32,"Female"
"7856",74,"Female"
"7857",78,"Male"
"7858",66,"Male"
"7859",36,"Male"
"7860",53,"Female"
"7861",46,"Female"
"7862",61,"Female"
"7863",44,"Female"
"7864",57,"Female"
"7865",21,"Female"
"7866",18,"Male"
"7867",61,"Male"
"7868",65,"Female"
"7869",75,"Female"
"7870",40,"Female"
"7871",48,"Female"
"7872",51,"Male"
"7873",59,"Female"
"7874",89,"Female"
"7875",86,"Female"
"7876",69,"Female"
"7877",19,"Male"
"7878",65,"Female"
"7879",54,"Female"
"7880",31,"Female"
"7881",26,"Female"
"7882",55,"Male"
"7883",52,"Male"
"7884",77,"Female"
"7885",57,"Female"
"7886",58,"Male"
"7887",29,"Male"
"7888",56,"Female"
"7889",65,"Male"
"7890",43,"Female"
"7891",69,"Male"
"7892",55,"Female"
"7893",59,"Female"
"7894",61,"Female"
"7895",61,"Female"
"7896",32,"Female"
"7897",52,"Female"
"7898",30,"Female"
"7899",33,"Female"
"7900",36,"Female"
"7901",57,"Male"
"7902",37,"Female"
"7903",36,"Female"
"7904",71,"Male"
"7905",75,"Female"
"7906",63,"Female"
"7907",73,"Male"
"7908",50,"Female"
"7909",82,"Male"
"7910",20,"Female"
"7911",39,"Male"
"7912",21,"Female"
"7913",61,"Male"
"7914",56,"Female"
"7915",55,"Female"
"7916",50,"Female"
"7917",63,"Female"
"7918",45,"Female"
"7919",43,"Male"
"7920",34,"Female"
"7921",18,"Female"
"7922",59,"Male"
"7923",28,"Female"
"7924",61,"Male"
"7925",27,"Male"
"7926",33,"Female"
"7927",22,"Male"
"7928",38,"Female"
"7929",28,"Male"
"7930",37,"Female"
"7931",39,"Female"
"7932",34,"Male"
"7933",29,"Male"
"7934",31,"Female"
"7935",91,"Male"
"7936",56,"Male"
"7937",46,"Male"
"7938",28,"Female"
"7939",36,"Female"
"7940",55,"Female"
"7941",33,"Male"
"7942",41,"Male"
"7943",31,"Female"
"7944",23,"Female"
"7945",63,"Male"
"7946",56,"Female"
"7947",44,"Female"
"7948",49,"Female"
"7949",53,"Male"
"7950",52,"Male"
"7951",20,"Female"
"7952",85,"Male"
"7953",36,"Male"
"7954",39,"Male"
"7955",39,"Female"
"7956",52,"Male"
"7957",48,"Male"
"7958",61,"Female"
"7959",32,"Female"
"7960",56,"Female"
"7961",76,"Male"
"7962",36,"Female"
"7963",66,"Male"
"7964",51,"Male"
"7965",22,"Female"
"7966",57,"Male"
"7967",64,"Female"
"7968",25,"Male"
"7969",50,"Male"
"7970",70,"Male"
"7971",55,"Female"
"7972",54,"Male"
"7973",25,"Female"
"7974",77,"Male"
"7975",48,"Male"
"7976",89,"Female"
"7977",28,"Female"
"7978",88,"Female"
"7979",38,"Female"
"7980",18,"Male"
