"","age","gender","status","salary","bank","activity","amount","challenge"
"3988",23,"Female","Single",2732,"bandit-radinou","Dachshunds",319,"ID"
"3989",47,"Male","Single",4248,"bandit-picsou","Trading Cards",57,"SMS"
"3990",53,"Female","Married",3761,"bandit-picsou","Trading Cards",38,"OTP"
"3991",23,"Male","Single",2288,"bandit-radinou","Dachshunds",336,"EMAIL"
"3992",79,"Female","Widowed",5513,"bandit-profit","Dachshunds",367,"ID"
"3993",41,"Female","Married",4016,"bandit-picsou","Brass Animals",118,"OTP"
"3994",37,"Male","Single",4230,"bandit-radinou","Trading Cards",62,"ID"
"3995",22,"Male","Single",2645,"bandit-picsou","Trading Cards",54,"SMS"
"3996",58,"Male","Married",4719,"bandit-donsaluste","Dachshunds",372,"EMAIL"
"3997",36,"Male","Married",3081,"bandit-donsaluste","Brass Animals",87,"EMAIL"
"3998",85,"Male","Married",4795,"bandit-profit","Dachshunds",299,"EMAIL"
"3999",66,"Female","Divorced",4728,"bandit-profit","Dachshunds",431,"OTP"
"4000",77,"Female","Married",4650,"bandit-profit","Trading Cards",64,"OTP"
"4001",38,"Male","Married",3426,"bandit-picsou","Dachshunds",361,"OTP"
"4002",27,"Male","Single",3571,"bandit-radinou","Dachshunds",357,"EMAIL"
"4003",41,"Male","Married",3964,"bandit-picsou","Dachshunds",530,"OTP"
"4004",51,"Male","Single",4366,"bandit-profit","Trading Cards",63,"ID"
"4005",52,"Female","Married",4127,"bandit-donsaluste","Trading Cards",51,"SMS"
"4006",58,"Male","Divorced",4456,"bandit-donsaluste","Trading Cards",69,"OTP"
"4007",43,"Male","Single",3403,"bandit-donsaluste","Trading Cards",44,"ID"
"4008",53,"Male","Divorced",4750,"bandit-donsaluste","Trading Cards",45,"ID"
"4009",68,"Female","Married",4698,"bandit-donsaluste","Dachshunds",380,"OTP"
"4010",72,"Male","Married",4651,"bandit-donsaluste","Dachshunds",355,"EMAIL"
"4011",44,"Male","Married",3823,"bandit-picsou","Dachshunds",459,"EMAIL"
"4012",53,"Female","Single",4390,"bandit-picsou","Dachshunds",373,"ID"
"4013",25,"Male","Single",2874,"bandit-radinou","Dachshunds",449,"EMAIL"
"4014",52,"Male","Single",3700,"bandit-donsaluste","Trading Cards",56,"ID"
"4015",54,"Female","Married",4141,"bandit-profit","Trading Cards",60,"OTP"
"4016",80,"Female","Married",4819,"bandit-picsou","Brass Animals",101,"ID"
"4017",39,"Female","Married",3485,"bandit-picsou","Dachshunds",205,"OTP"
"4018",64,"Male","Married",4257,"bandit-donsaluste","Trading Cards",51,"ID"
"4019",80,"Male","Married",5092,"bandit-donsaluste","Trading Cards",49,"OTP"
"4020",73,"Female","Married",4647,"bandit-profit","Trading Cards",46,"OTP"
"4021",52,"Female","Divorced",4005,"bandit-profit","Dachshunds",321,"OTP"
"4022",55,"Male","Single",4909,"bandit-picsou","Trading Cards",57,"SMS"
"4023",36,"Male","Married",4487,"bandit-radinou","Brass Animals",123,"ID"
"4024",25,"Male","Single",3422,"bandit-donsaluste","Trading Cards",43,"EMAIL"
"4025",85,"Female","Married",4655,"bandit-donsaluste","Dachshunds",295,"SMS"
"4026",60,"Female","Married",4330,"bandit-profit","Dachshunds",446,"OTP"
"4027",19,"Female","Single",2055,"bandit-radinou","Brass Animals",109,"OTP"
"4028",86,"Female","Widowed",4354,"bandit-profit","Brass Animals",117,"OTP"
"4029",64,"Male","Married",5147,"bandit-profit","Dachshunds",394,"ID"
"4030",24,"Female","Single",2273,"bandit-radinou","Trading Cards",59,"OTP"
"4031",60,"Female","Married",4940,"bandit-profit","Trading Cards",46,"EMAIL"
"4032",68,"Male","Married",5246,"bandit-donsaluste","Dachshunds",474,"OTP"
"4033",33,"Male","Married",3401,"bandit-picsou","Trading Cards",51,"SMS"
"4034",84,"Female","Married",5042,"bandit-profit","Trading Cards",80,"ID"
"4035",31,"Male","Single",3428,"bandit-radinou","Trading Cards",58,"ID"
"4036",68,"Female","Widowed",4618,"bandit-radinou","Brass Animals",118,"ID"
"4037",35,"Male","Single",3191,"bandit-picsou","Dachshunds",288,"EMAIL"
"4038",25,"Female","Single",3292,"bandit-picsou","Dachshunds",386,"SMS"
"4039",20,"Female","Single",2533,"bandit-picsou","Brass Animals",74,"OTP"
"4040",77,"Female","Married",5197,"bandit-donsaluste","Trading Cards",60,"ID"
"4041",65,"Male","Divorced",5960,"bandit-profit","Dachshunds",356,"EMAIL"
"4042",49,"Female","Single",4012,"bandit-profit","Dachshunds",385,"EMAIL"
"4043",49,"Male","Married",4484,"bandit-donsaluste","Trading Cards",57,"EMAIL"
"4044",40,"Female","Divorced",4790,"bandit-donsaluste","Dachshunds",207,"EMAIL"
"4045",44,"Female","Single",3851,"bandit-donsaluste","Trading Cards",42,"SMS"
"4046",49,"Female","Married",4319,"bandit-radinou","Dachshunds",149,"OTP"
"4047",39,"Male","Married",4082,"bandit-picsou","Dachshunds",380,"EMAIL"
"4048",91,"Male","Married",4980,"bandit-donsaluste","Trading Cards",41,"ID"
"4049",41,"Female","Single",4320,"bandit-donsaluste","Trading Cards",49,"OTP"
"4050",33,"Male","Married",3667,"bandit-radinou","Brass Animals",119,"ID"
"4051",47,"Male","Single",4719,"bandit-radinou","Trading Cards",60,"SMS"
"4052",29,"Female","Single",2387,"bandit-picsou","Trading Cards",40,"EMAIL"
"4053",56,"Female","Married",4226,"bandit-profit","Dachshunds",372,"ID"
"4054",57,"Male","Divorced",4780,"bandit-donsaluste","Dachshunds",368,"EMAIL"
"4055",28,"Male","Married",2861,"bandit-picsou","Brass Animals",88,"EMAIL"
"4056",61,"Female","Divorced",5162,"bandit-donsaluste","Trading Cards",45,"ID"
"4057",56,"Female","Divorced",4647,"bandit-profit","Dachshunds",537,"ID"
"4058",78,"Female","Married",5121,"bandit-profit","Dachshunds",393,"ID"
"4059",55,"Female","Married",4413,"bandit-profit","Brass Animals",89,"OTP"
"4060",43,"Female","Single",3577,"bandit-donsaluste","Trading Cards",40,"OTP"
"4061",64,"Male","Married",4267,"bandit-profit","Brass Animals",107,"SMS"
"4062",21,"Male","Single",1889,"bandit-picsou","Trading Cards",45,"EMAIL"
"4063",77,"Male","Married",4628,"bandit-profit","Brass Animals",147,"SMS"
"4064",77,"Female","Married",5436,"bandit-profit","Trading Cards",40,"SMS"
"4065",66,"Female","Single",4546,"bandit-donsaluste","Dachshunds",346,"OTP"
"4066",69,"Female","Married",4515,"bandit-profit","Dachshunds",461,"ID"
"4067",36,"Male","Divorced",3635,"bandit-profit","Trading Cards",48,"ID"
"4068",69,"Female","Married",5540,"bandit-profit","Dachshunds",357,"ID"
"4069",64,"Female","Single",5410,"bandit-donsaluste","Trading Cards",48,"OTP"
"4070",29,"Female","Widowed",2310,"bandit-radinou","Dachshunds",527,"SMS"
"4071",60,"Male","Married",5107,"bandit-profit","Dachshunds",455,"OTP"
"4072",70,"Male","Married",4775,"bandit-donsaluste","Brass Animals",127,"OTP"
"4073",24,"Male","Single",3027,"bandit-picsou","Dachshunds",440,"SMS"
"4074",44,"Male","Single",3736,"bandit-donsaluste","Trading Cards",76,"EMAIL"
"4075",40,"Female","Single",4088,"bandit-radinou","Trading Cards",35,"ID"
"4076",80,"Male","Single",5436,"bandit-profit","Trading Cards",61,"EMAIL"
"4077",21,"Female","Married",2871,"bandit-radinou","Brass Animals",97,"EMAIL"
"4078",56,"Female","Divorced",5731,"bandit-profit","Dachshunds",325,"ID"
"4079",41,"Female","Divorced",4478,"bandit-donsaluste","Dachshunds",490,"ID"
"4080",26,"Female","Single",2876,"bandit-picsou","Trading Cards",43,"EMAIL"
"4081",79,"Female","Widowed",5024,"bandit-donsaluste","Dachshunds",494,"OTP"
"4082",78,"Male","Married",4996,"bandit-donsaluste","Dachshunds",444,"ID"
"4083",57,"Female","Married",4719,"bandit-profit","Brass Animals",110,"OTP"
"4084",60,"Male","Single",5472,"bandit-donsaluste","Trading Cards",46,"OTP"
"4085",60,"Female","Married",5064,"bandit-profit","Dachshunds",467,"ID"
"4086",49,"Female","Divorced",4492,"bandit-donsaluste","Dachshunds",430,"OTP"
"4087",56,"Female","Married",5199,"bandit-donsaluste","Trading Cards",61,"SMS"
"4088",28,"Male","Single",3111,"bandit-donsaluste","Dachshunds",313,"SMS"
"4089",74,"Male","Married",5196,"bandit-donsaluste","Trading Cards",53,"ID"
"4090",31,"Female","Single",3980,"bandit-radinou","Trading Cards",54,"SMS"
"4091",55,"Male","Single",4503,"bandit-picsou","Dachshunds",369,"OTP"
"4092",72,"Male","Married",5226,"bandit-radinou","Trading Cards",54,"OTP"
"4093",67,"Female","Married",4815,"bandit-profit","Dachshunds",486,"OTP"
"4094",78,"Female","Married",5485,"bandit-profit","Trading Cards",59,"OTP"
"4095",40,"Male","Married",4074,"bandit-picsou","Brass Animals",84,"ID"
"4096",85,"Male","Widowed",5015,"bandit-radinou","Dachshunds",346,"OTP"
"4097",71,"Female","Divorced",5049,"bandit-profit","Dachshunds",484,"EMAIL"
"4098",29,"Male","Single",2921,"bandit-radinou","Trading Cards",61,"OTP"
"4099",36,"Female","Married",3503,"bandit-radinou","Trading Cards",45,"OTP"
"4100",69,"Male","Married",4534,"bandit-picsou","Trading Cards",57,"OTP"
"4101",94,"Male","Widowed",5242,"bandit-profit","Dachshunds",412,"OTP"
"4102",59,"Female","Divorced",4161,"bandit-donsaluste","Brass Animals",126,"EMAIL"
"4103",57,"Female","Divorced",4323,"bandit-profit","Brass Animals",79,"SMS"
"4104",34,"Male","Married",3477,"bandit-profit","Trading Cards",65,"SMS"
"4105",41,"Female","Married",4175,"bandit-profit","Dachshunds",322,"SMS"
"4106",64,"Male","Widowed",4980,"bandit-picsou","Trading Cards",62,"EMAIL"
"4107",82,"Female","Married",5255,"bandit-profit","Trading Cards",42,"OTP"
"4108",58,"Female","Married",4219,"bandit-donsaluste","Trading Cards",64,"OTP"
"4109",71,"Female","Widowed",4805,"bandit-profit","Dachshunds",303,"OTP"
"4110",47,"Male","Single",4498,"bandit-donsaluste","Trading Cards",60,"OTP"
"4111",69,"Male","Widowed",5276,"bandit-donsaluste","Dachshunds",463,"OTP"
"4112",43,"Male","Married",4103,"bandit-profit","Dachshunds",588,"SMS"
"4113",21,"Female","Single",2679,"bandit-radinou","Dachshunds",355,"OTP"
"4114",42,"Male","Divorced",3710,"bandit-radinou","Dachshunds",432,"EMAIL"
"4115",50,"Female","Married",4656,"bandit-donsaluste","Dachshunds",457,"EMAIL"
"4116",81,"Female","Married",4966,"bandit-profit","Brass Animals",124,"OTP"
"4117",57,"Male","Married",3741,"bandit-donsaluste","Trading Cards",38,"OTP"
"4118",58,"Male","Divorced",4275,"bandit-profit","Dachshunds",422,"ID"
"4119",38,"Male","Divorced",3531,"bandit-donsaluste","Dachshunds",361,"OTP"
"4120",41,"Male","Single",4119,"bandit-profit","Trading Cards",64,"OTP"
"4121",60,"Male","Divorced",4913,"bandit-picsou","Dachshunds",262,"OTP"
"4122",71,"Female","Married",4658,"bandit-picsou","Dachshunds",339,"OTP"
"4123",32,"Female","Married",3781,"bandit-radinou","Dachshunds",457,"EMAIL"
"4124",22,"Male","Single",2785,"bandit-radinou","Trading Cards",43,"SMS"
"4125",81,"Male","Married",4884,"bandit-profit","Trading Cards",57,"ID"
"4126",68,"Female","Married",5078,"bandit-donsaluste","Trading Cards",39,"ID"
"4127",65,"Female","Divorced",4472,"bandit-donsaluste","Brass Animals",105,"ID"
"4128",64,"Male","Married",4798,"bandit-donsaluste","Trading Cards",71,"ID"
"4129",86,"Male","Widowed",5184,"bandit-profit","Dachshunds",356,"OTP"
"4130",57,"Female","Divorced",4282,"bandit-donsaluste","Dachshunds",333,"OTP"
"4131",32,"Male","Single",3157,"bandit-radinou","Brass Animals",131,"EMAIL"
"4132",18,"Male","Single",2238,"bandit-picsou","Brass Animals",116,"EMAIL"
"4133",40,"Female","Single",4440,"bandit-donsaluste","Brass Animals",122,"ID"
"4134",82,"Male","Married",4736,"bandit-profit","Trading Cards",51,"SMS"
"4135",43,"Female","Married",3911,"bandit-picsou","Trading Cards",34,"ID"
"4136",38,"Male","Married",3518,"bandit-donsaluste","Dachshunds",389,"SMS"
"4137",57,"Male","Divorced",5043,"bandit-donsaluste","Dachshunds",217,"ID"
"4138",28,"Female","Single",3123,"bandit-picsou","Brass Animals",93,"EMAIL"
"4139",40,"Male","Single",4054,"bandit-picsou","Dachshunds",213,"OTP"
"4140",57,"Male","Married",5098,"bandit-donsaluste","Trading Cards",47,"SMS"
"4141",76,"Male","Widowed",4689,"bandit-profit","Dachshunds",548,"ID"
"4142",50,"Male","Married",4756,"bandit-donsaluste","Brass Animals",117,"OTP"
"4143",90,"Female","Married",4999,"bandit-donsaluste","Brass Animals",126,"OTP"
"4144",59,"Male","Single",4673,"bandit-profit","Dachshunds",450,"OTP"
"4145",38,"Male","Divorced",3360,"bandit-profit","Trading Cards",41,"EMAIL"
"4146",85,"Male","Widowed",4205,"bandit-picsou","Brass Animals",83,"ID"
"4147",51,"Male","Married",4192,"bandit-donsaluste","Brass Animals",88,"EMAIL"
"4148",59,"Female","Single",5438,"bandit-profit","Brass Animals",92,"OTP"
"4149",30,"Male","Single",4029,"bandit-profit","Trading Cards",49,"EMAIL"
"4150",49,"Male","Single",4994,"bandit-donsaluste","Trading Cards",35,"OTP"
"4151",80,"Female","Married",4642,"bandit-profit","Trading Cards",63,"ID"
"4152",72,"Female","Married",5192,"bandit-donsaluste","Dachshunds",332,"OTP"
"4153",77,"Male","Widowed",5222,"bandit-profit","Trading Cards",54,"ID"
"4154",73,"Female","Widowed",4761,"bandit-donsaluste","Dachshunds",433,"OTP"
"4155",75,"Male","Widowed",4582,"bandit-picsou","Dachshunds",442,"ID"
"4156",35,"Male","Single",3447,"bandit-donsaluste","Dachshunds",310,"EMAIL"
"4157",60,"Male","Single",4775,"bandit-profit","Trading Cards",43,"OTP"
"4158",86,"Female","Widowed",5236,"bandit-donsaluste","Dachshunds",366,"OTP"
"4159",57,"Male","Divorced",4087,"bandit-donsaluste","Trading Cards",58,"EMAIL"
"4160",28,"Male","Single",3574,"bandit-radinou","Trading Cards",54,"SMS"
"4161",76,"Female","Divorced",4616,"bandit-profit","Dachshunds",496,"OTP"
"4162",77,"Male","Widowed",4863,"bandit-donsaluste","Trading Cards",63,"OTP"
"4163",40,"Female","Single",4037,"bandit-radinou","Dachshunds",505,"EMAIL"
"4164",46,"Male","Married",4206,"bandit-picsou","Dachshunds",441,"ID"
"4165",37,"Female","Married",3748,"bandit-radinou","Dachshunds",418,"EMAIL"
"4166",22,"Female","Single",2418,"bandit-picsou","Trading Cards",58,"SMS"
"4167",37,"Female","Married",3953,"bandit-picsou","Brass Animals",136,"SMS"
"4168",84,"Female","Married",4398,"bandit-donsaluste","Trading Cards",49,"ID"
"4169",48,"Female","Married",3910,"bandit-profit","Brass Animals",84,"EMAIL"
"4170",71,"Female","Widowed",4546,"bandit-radinou","Dachshunds",388,"EMAIL"
"4171",70,"Female","Divorced",4658,"bandit-donsaluste","Trading Cards",27,"OTP"
"4172",37,"Female","Divorced",3607,"bandit-picsou","Dachshunds",342,"OTP"
"4173",29,"Female","Married",3392,"bandit-donsaluste","Brass Animals",109,"SMS"
"4174",66,"Male","Widowed",5301,"bandit-donsaluste","Brass Animals",116,"EMAIL"
"4175",88,"Female","Widowed",5154,"bandit-radinou","Trading Cards",52,"OTP"
"4176",54,"Female","Married",3506,"bandit-donsaluste","Trading Cards",49,"SMS"
"4177",55,"Female","Divorced",4664,"bandit-picsou","Brass Animals",87,"OTP"
"4178",66,"Female","Divorced",4778,"bandit-picsou","Dachshunds",377,"OTP"
"4179",35,"Female","Married",3441,"bandit-donsaluste","Dachshunds",289,"SMS"
"4180",35,"Female","Single",4199,"bandit-profit","Brass Animals",111,"OTP"
"4181",24,"Female","Single",2511,"bandit-profit","Dachshunds",490,"EMAIL"
"4182",28,"Female","Single",3459,"bandit-profit","Dachshunds",412,"EMAIL"
"4183",32,"Male","Single",3647,"bandit-donsaluste","Trading Cards",50,"OTP"
"4184",25,"Female","Single",2669,"bandit-radinou","Dachshunds",247,"SMS"
"4185",23,"Female","Single",3058,"bandit-radinou","Dachshunds",382,"OTP"
"4186",39,"Male","Married",4243,"bandit-picsou","Trading Cards",40,"EMAIL"
"4187",74,"Male","Married",4716,"bandit-profit","Dachshunds",423,"EMAIL"
"4188",41,"Male","Single",4314,"bandit-profit","Brass Animals",103,"OTP"
"4189",63,"Male","Married",5378,"bandit-picsou","Trading Cards",51,"EMAIL"
"4190",26,"Female","Single",3059,"bandit-donsaluste","Trading Cards",61,"SMS"
"4191",34,"Female","Married",4158,"bandit-picsou","Trading Cards",60,"SMS"
"4192",52,"Female","Married",3979,"bandit-radinou","Dachshunds",476,"OTP"
"4193",78,"Female","Single",4663,"bandit-profit","Trading Cards",45,"OTP"
"4194",29,"Female","Single",2961,"bandit-picsou","Trading Cards",56,"EMAIL"
"4195",76,"Female","Married",5499,"bandit-radinou","Trading Cards",50,"OTP"
"4196",34,"Male","Single",3210,"bandit-radinou","Dachshunds",441,"SMS"
"4197",73,"Female","Married",4761,"bandit-profit","Dachshunds",375,"EMAIL"
"4198",20,"Female","Single",1842,"bandit-radinou","Trading Cards",41,"ID"
"4199",56,"Female","Single",4487,"bandit-donsaluste","Trading Cards",47,"ID"
"4200",39,"Female","Single",3398,"bandit-profit","Trading Cards",55,"ID"
"4201",39,"Male","Married",3582,"bandit-donsaluste","Dachshunds",552,"EMAIL"
"4202",54,"Female","Married",4733,"bandit-donsaluste","Brass Animals",112,"EMAIL"
"4203",42,"Male","Single",3675,"bandit-donsaluste","Trading Cards",34,"SMS"
"4204",70,"Female","Married",4763,"bandit-radinou","Dachshunds",408,"OTP"
"4205",81,"Male","Married",4908,"bandit-picsou","Dachshunds",237,"SMS"
"4206",39,"Female","Married",3951,"bandit-picsou","Trading Cards",49,"SMS"
"4207",38,"Male","Married",3510,"bandit-profit","Trading Cards",47,"EMAIL"
"4208",55,"Male","Married",4461,"bandit-picsou","Dachshunds",349,"ID"
"4209",44,"Male","Married",4365,"bandit-profit","Dachshunds",370,"OTP"
"4210",68,"Male","Married",5137,"bandit-donsaluste","Dachshunds",436,"OTP"
"4211",65,"Female","Married",4553,"bandit-donsaluste","Brass Animals",102,"OTP"
"4212",55,"Male","Widowed",4721,"bandit-profit","Dachshunds",456,"ID"
"4213",58,"Male","Married",4515,"bandit-donsaluste","Dachshunds",447,"OTP"
"4214",35,"Male","Single",4096,"bandit-profit","Dachshunds",356,"SMS"
"4215",27,"Female","Single",3870,"bandit-donsaluste","Trading Cards",42,"EMAIL"
"4216",58,"Male","Married",5210,"bandit-profit","Dachshunds",396,"EMAIL"
"4217",75,"Female","Married",5211,"bandit-donsaluste","Brass Animals",124,"OTP"
"4218",79,"Male","Divorced",5035,"bandit-donsaluste","Dachshunds",409,"OTP"
"4219",85,"Female","Widowed",4690,"bandit-donsaluste","Brass Animals",76,"OTP"
"4220",36,"Female","Single",3933,"bandit-picsou","Trading Cards",51,"OTP"
"4221",75,"Male","Married",5562,"bandit-profit","Dachshunds",314,"ID"
"4222",63,"Female","Married",5152,"bandit-profit","Dachshunds",467,"ID"
"4223",39,"Female","Married",4186,"bandit-picsou","Brass Animals",75,"EMAIL"
"4224",33,"Female","Single",2824,"bandit-picsou","Brass Animals",87,"ID"
"4225",36,"Female","Married",3669,"bandit-profit","Trading Cards",59,"OTP"
"4226",85,"Male","Widowed",4650,"bandit-profit","Dachshunds",491,"ID"
"4227",72,"Female","Married",5066,"bandit-profit","Dachshunds",382,"OTP"
"4228",90,"Female","Widowed",5942,"bandit-picsou","Dachshunds",438,"EMAIL"
"4229",28,"Female","Single",3454,"bandit-picsou","Dachshunds",382,"SMS"
"4230",33,"Female","Single",3220,"bandit-picsou","Trading Cards",48,"OTP"
"4231",65,"Male","Divorced",5102,"bandit-picsou","Dachshunds",276,"ID"
"4232",82,"Female","Widowed",5727,"bandit-profit","Brass Animals",98,"OTP"
"4233",56,"Male","Married",4289,"bandit-picsou","Dachshunds",420,"EMAIL"
"4234",59,"Male","Married",4563,"bandit-donsaluste","Dachshunds",414,"ID"
"4235",51,"Female","Single",4518,"bandit-donsaluste","Trading Cards",47,"ID"
"4236",53,"Male","Widowed",4941,"bandit-profit","Dachshunds",364,"EMAIL"
"4237",31,"Male","Married",3862,"bandit-picsou","Trading Cards",54,"OTP"
"4238",50,"Male","Married",4169,"bandit-donsaluste","Dachshunds",396,"SMS"
"4239",64,"Female","Married",5051,"bandit-picsou","Trading Cards",33,"OTP"
"4240",58,"Male","Married",4567,"bandit-profit","Trading Cards",56,"EMAIL"
"4241",68,"Male","Married",4667,"bandit-picsou","Dachshunds",246,"EMAIL"
"4242",23,"Female","Single",2025,"bandit-donsaluste","Dachshunds",411,"SMS"
"4243",74,"Male","Single",5213,"bandit-profit","Trading Cards",48,"ID"
"4244",70,"Female","Married",4568,"bandit-profit","Brass Animals",115,"OTP"
"4245",41,"Male","Single",3950,"bandit-profit","Trading Cards",36,"OTP"
"4246",55,"Female","Married",4447,"bandit-profit","Trading Cards",44,"ID"
"4247",90,"Male","Widowed",4955,"bandit-profit","Brass Animals",97,"EMAIL"
"4248",29,"Female","Single",2869,"bandit-profit","Dachshunds",411,"EMAIL"
"4249",57,"Male","Married",5075,"bandit-donsaluste","Brass Animals",121,"OTP"
